job_title,company,location,salary,date,url
journeyman/woman painter and decorator,True Shades Painting Ltd,Surrey (BC),$36.65 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49175823?source=searchresults
ironworker,Excellence Excavating Ltd,Surrey (BC),$38.10 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49175044?source=searchresults
bobcat operator,Dhesi Masonry Ltd.,Surrey (BC),$37.00 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49175108?source=searchresults
ironworker,Paragon Rebar & Dampproofing (2010) Ltd.,Surrey (BC),$38.10 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49174552?source=searchresults
excavator operator,Excellence Excavating Ltd,Surrey (BC),$37.00 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49174407?source=searchresults
carpenter,Taj Finishing,Surrey (BC),$37.50 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49174522?source=searchresults
carpenter,A-1 Gutters Ltd.,Surrey (BC),$37.00 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49168585?source=searchresults
carpenter,Sunrise kitchens,Surrey (BC),$32.00 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49504988?source=searchresults
finish carpenter,Rainbow Siding Ltd.,Aldergrove (BC),$36.70 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49167861?source=searchresults
carpenter,AAA Decking and Gutter Ltd.,Surrey (BC),$36.70 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49166340?source=searchresults
carpenter,Noah's Ark Campground,Revelstoke (BC),$28.00 to $32.00 hourly (to be negotiated),"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49162747?source=searchresults
"supervisor, heavy equipment operators",Dryland Excavating Ltd.,Surrey (BC),$38.50 hourly,"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49162578?source=searchresults
excavating machine operator,Dryland Excavating Ltd.,Surrey (BC),$36.90 hourly,"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49162563?source=searchresults
glazier,Acme Glass Ltd,Surrey (BC),$36.60 hourly,"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49161689?source=searchresults
carpenter,Terrazza Builders Inc,Victoria (BC),$37.00 hourly,"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49160053?source=searchresults
drywall installer supervisor,M Sidhu Drywall,Surrey (BC),$32.00 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49146716?source=searchresults
painter,A-STAR VINYL WINDOW SYSTEM LTD.,Surrey (BC),$36.60 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49146396?source=searchresults
door installer,SES,Vancouver (BC),$30.00 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49146107?source=searchresults
apprentice electrician,Allwest Electric Ltd.,Port Coquitlam (BC),$40.00 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49145602?source=searchresults
carpenter,Western Island Developments Ltd.,Nanaimo (BC),$36.60 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49145172?source=searchresults
carpenter,DC Contracting,Mission (BC),$36.60 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49145169?source=searchresults
electrician,Zee Electrical Ltd,Surrey (BC),$38.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49140224?source=searchresults
painter and decorator,Ascent Drywall and Coatings Ltd.,Burnaby (BC),$36.60 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49139242?source=searchresults
carpenter,AKS Investment Ltd.,Surrey (BC),$37.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49139233?source=searchresults
siding installer,Try Angle Siding Ltd,Surrey (BC),$28.00 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49134880?source=searchresults
cargo handling supervisor,P & Q Logistics Trans,Delta (BC),$41.00 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132775?source=searchresults
glazier,Rahul Glass Ltd,Surrey (BC),$31.00 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132739?source=searchresults
mechanic helper,Coast Truck & Trailer Repair Ltd.,Surrey (BC),$37.25 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132715?source=searchresults
painter,ALL KIND OF PAINTING LTD.,Surrey (BC),$28.50 hourly,"March 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49126579?source=searchresults
painter,Lakha Drywall Ltd.,Surrey (BC),$36.60 hourly,"March 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49438157?source=searchresults
electrician,Fix 4 Less Renovations Ltd,Surrey (BC),$36.63 hourly,"March 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49119355?source=searchresults
painter,Envision Painting,Victoria (BC),$36.60 hourly,"March 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49072786?source=searchresults
carpenter helper,JLK Projects ltd.,Delta (BC),$28.00 to $34.62 hourly (to be negotiated),"March 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49072719?source=searchresults
glass installer-glazier,Crown Glass Ltd.,Burnaby (BC),$31.00 to $36.00 hourly (to be negotiated),"March 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49071975?source=searchresults
drywall and acoustical installer helper,Star Drywall Ltd.,Surrey (BC),$36.60 hourly,"March 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49543649?source=searchresults
hot tub installer,Tropical Pool & Spa Ltd,Prince George (BC),"$76,128.00 annually","March 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49062859?source=searchresults
building painter,Dicoe Contracting Ltd,Surrey (BC),$29.00 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49058708?source=searchresults
siding installer,B.M. Siding Hardie Ltd.,Surrey (BC),$27.10 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49058696?source=searchresults
painter,MAPLE RIDGE WOODCRAFT LTD.,Maple Ridge (BC),$36.60 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49543336?source=searchresults
painter,Magellan Coatings Ltd.,Brackendale (BC),$28.00 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49056424?source=searchresults
heavy equipment operator,T. Moscone & Bros. Landscaping Ltd.,Burnaby (BC),$37.00 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49056358?source=searchresults
"foreman/woman, carpenters",Nordel Developments Ltd.,Surrey (BC),$38.00 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49570093?source=searchresults
heavy equipment operator,D&S Bulldozing Ltd.,Port Coquitlam (BC),$37.00 hourly,"March 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49088897?source=searchresults
carpenter,A1 Doors & Mouldings Ltd.,Surrey (BC),$36.60 hourly,"March 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49087877?source=searchresults
painter,MRP Painting and Decorating,Victoria (BC),$27.00 hourly,"March 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49087610?source=searchresults
fence installer,Miller Fence & Deck,North Saanich (BC),$38.00 hourly,"March 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49085875?source=searchresults
mechanic helper,Sasquatch Mountain Resort,Agassiz (BC),$26.44 hourly,"March 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49082585?source=searchresults
painter,Crystal Kitchens Ltd.,Surrey (BC),$28.85 hourly,"March 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49081819?source=searchresults
civil engineering technologist,Thurber Engineering Ltd.,Vancouver (BC),"$76,500.00 annually","March 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49512319?source=searchresults
carpenter,R & D Door's and Moulding Ltd,Surrey (BC),$37.00 hourly,"March 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49044571?source=searchresults
glazier,MX Glass & Mirror Manufacturing Ltd.,Burnaby (BC),$33.00 to $38.00 hourly (to be negotiated),"March 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49044242?source=searchresults
painter,RAV Painting Ltd.,Surrey (BC),$32.00 hourly,"March 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49043417?source=searchresults
painter,PNB Painting Inc.,Duncan (BC),$28.25 hourly,"March 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49041545?source=searchresults
framer-carpenter,SILVERFOX framing Ltd.,Surrey (BC),$36.65 hourly,"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49037336?source=searchresults
painter,SRS Painting Ltd.,Abbotsford (BC),$37.00 hourly,"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49034047?source=searchresults
painter,Sunstone Custom Homes Ltd.,Surrey (BC),$36.60 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030519?source=searchresults
carpenter,Sunstone Custom Homes Ltd.,Surrey (BC),$37.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030518?source=searchresults
carpenter supervisor,Leading Edge Drywall Ltd,Surrey (BC),$36.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030117?source=searchresults
carpenter,Boughan Developments,Surrey (BC),$37.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49029882?source=searchresults
painter,PERFECT LINE PAINTING LTD.,Vancouver (BC),$28.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49029861?source=searchresults
mechanic helper,Canadian Tire 351,Penticton (BC),$25.00 hourly,"February 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49019561?source=searchresults
drywall installer supervisor,My05 Contracting Ltd.,Surrey (BC),$37.75 hourly,"February 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49018707?source=searchresults
sign installer,Signoprint & Web Solutions Inc.,Surrey (BC),$21.00 hourly,"February 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49018201?source=searchresults
siding installer,Spartan Exteriors Ltd.,Maple Ridge (BC),$37.00 hourly,"February 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49014105?source=searchresults
carpenter,CGC DRYWALL LTD,Surrey (BC),$36.60 hourly,"February 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49011811?source=searchresults
carpenter,Imperial Cabinets Ltd.,Surrey (BC),$37.00 hourly,"February 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49006278?source=searchresults
electrician,Superior Line Electrical Ltd.,Surrey (BC),$37.00 hourly,"February 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49005400?source=searchresults
insulators foreman/woman,VIVO Insulation Ltd,Surrey (BC),$37.50 hourly,"February 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49000864?source=searchresults
mechanic helper,Pro-Star Truck & Trailer Repair Ltd.,Surrey (BC),$25.00 hourly,"February 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49000835?source=searchresults
painter,Master Color Paint Ltd.,Delta (BC),$28.00 hourly,"February 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48992368?source=searchresults
electrician,A Class Electric Ltd.,Surrey (BC),$37.00 hourly,"February 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48992047?source=searchresults
carpenter,Revolution Concrete Services,Burnaby (BC),$36.60 hourly,"February 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48991650?source=searchresults
electrician,NORTHERN LIGHTING,Richmond (BC),$34.57 to $40.00 hourly (to be negotiated),"February 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49415171?source=searchresults
painter,PTRS Painting Ltd,Port Coquitlam (BC),$28.00 to $38.00 hourly (to be negotiated),"February 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48984794?source=searchresults
ironworker,Universal Rebar Ltd.,Abbotsford (BC),$36.60 hourly,"February 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48981874?source=searchresults
electrical mechanic helper,RobotHouse,Surrey (BC),$24.00 hourly,"February 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48981115?source=searchresults
electrical mechanic helper,V-CAN Engineering Inc.,Vernon (BC),$25.00 hourly,"February 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49145595?source=searchresults
painter,Corvermex Designs Inc.,Burnaby (BC),$28.00 hourly,"February 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48973238?source=searchresults
glazier,High End Shower Doors And Railings,Surrey (BC),$36.60 hourly,"February 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48969773?source=searchresults
painter,PRO-SHIELD ENTERPRISES INC.,Abbotsford (BC),$38.00 hourly,"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48968670?source=searchresults
ironworker,Apex Reinforcing Ltd,Port Coquitlam (BC),$38.50 to $42.00 hourly (to be negotiated),"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48968282?source=searchresults
ironworker,Broncos Rebar,Abbotsford (BC),$38.50 hourly,"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49556212?source=searchresults
mechanic helper,ABS TRUCK & TRAILER PARTS BC LTD,Delta (BC),$24.00 hourly,"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48966732?source=searchresults
framer-carpenter,RWC Systems Inc.,Surrey (BC),$31.50 hourly,"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48966022?source=searchresults
carpenter,SUMAIR DRYWALL LTD.,Kelowna (BC),$36.60 hourly,"February 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48961407?source=searchresults
steel stud framer - carpentry,Crystal Consulting Inc.,Richmond (BC),$36.60 hourly,"February 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48961090?source=searchresults
painter,Amira's Painting Ltd.,Langford (BC),$27.00 hourly,"February 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48960321?source=searchresults
kitchen cabinet installer,RISING INSTALLATION LTD.,Surrey (BC),$36.65 hourly,"February 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48958097?source=searchresults
drywall installer supervisor,OG ENTERPRISE LTD.,Abbotsford (BC),$38.50 hourly,"February 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48953698?source=searchresults
carpenter,Aroma Interiors Ltd.,Richmond (BC),$38.50 hourly,"February 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49537634?source=searchresults
form carpenter,KELTEK CONCRETE LTD,Vancouver (BC),$36.60 hourly,"February 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48943185?source=searchresults
carpenter,Hi-Tech Forming Ltd.,Abbotsford (BC),$37.00 to $38.00 hourly (to be negotiated),"February 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49582276?source=searchresults
apprentice electrician,Garibaldi Electric Ltd,Squamish (BC),$34.60 hourly,"February 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49520709?source=searchresults
carpenter,Totem Furniture & Appliances,Terrace (BC),$37.00 hourly,"February 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48940095?source=searchresults
painter,Can Paint,Parksville (BC),$28.00 hourly,"February 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48939092?source=searchresults
carpenter rough,Budget Insulation & Drywall,Surrey (BC),$36.70 hourly,"February 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48935712?source=searchresults
steel stud framer - carpentry,Canucks Drywall Ltd.,Vancouver (BC),$29.00 hourly,"February 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49058697?source=searchresults
home renovator,CASTLEHILL HOMES (YORKSON-WEST) LTD.,Langley (BC),"$4,200.00 monthly","February 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48934870?source=searchresults
mechanic helper,FREEWAY TRUCK REPAIR & TIRE SHOP LTD.,Delta (BC),$25.00 hourly,"February 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48934181?source=searchresults
excavator operator,Kingsman Excavating Ltd.,Surrey (BC),$37.50 hourly,"February 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48924493?source=searchresults
carpenter,Elegant Kitchen Cabinets Ltd.,Surrey (BC),$36.60 hourly,"February 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48924233?source=searchresults
carpenter,Ardore frame & Drywall Ltd,Surrey (BC),$36.60 hourly,"February 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48924151?source=searchresults
carpenter,Delta Framing & Renovation Ltd.,Surrey (BC),$37.00 hourly,"February 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48922891?source=searchresults
carpenter,Sidhu Roofing Ltd,Surrey (BC),$36.70 hourly,"February 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48921746?source=searchresults
excavator operator,Riverside Recycling Ltd.,Richmond (BC),$37.00 hourly,"February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48917467?source=searchresults
painter,High Hit Painting Ltd.,Surrey (BC),$36.70 hourly,"February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48916931?source=searchresults
carpenter,Concretek Contractors Ltd.,Rosedale (BC),$31.50 to $37.00 hourly (to be negotiated),"February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48916907?source=searchresults
painter,Prostar Painting and Restoration Ltd.,Burnaby (BC),$36.60 hourly,"February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48915863?source=searchresults
painter,A West Painting Ltd.,Surrey (BC),$30.00 hourly,"February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49589767?source=searchresults
painter,High level Painting Ltd.,Surrey (BC),$20.00 to $25.00 hourly,"May 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49529697?source=searchresults
painter,Beyond The Surface Painting LTD,Surrey (BC),$25.00 to $35.00 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49524017?source=searchresults
